Sistema Termodinámico Controlado
Comandos:
1/0 - Encender/Apagar foco
2/3 - Encender/Apagar ventilador
SXX.X - Establecer setpoint (ej: S25.5)
C - Activar/Desactivar control automático
HX.X - Ajustar histéresis (ej: H1.0)
Tiempo(s),Humedad(%),TempAHT(°C),TempLM35(°C),Setpoint(°C),Foco,Ventilador,Control
627.158,37.42,54.999,44.477,55.0,1,0,1
627.558,37.40,55.008,44.477,55.0,1,0,1
627.958,37.37,55.017,44.477,55.0,1,0,1
628.358,37.41,55.010,44.477,55.0,1,0,1
628.758,37.37,55.004,44.477,55.0,1,0,1
629.158,37.33,55.023,44.477,55.0,1,0,1
629.558,37.34,55.035,44.966,55.0,1,0,1
629.958,37.31,55.025,44.477,55.0,1,0,1
630.358,37.29,55.031,44.477,55.0,1,0,1
630.758,37.26,55.052,44.966,55.0,1,0,1
631.158,37.26,55.045,44.477,55.0,1,0,1
631.558,37.25,55.054,44.966,55.0,1,0,1
631.958,37.26,55.055,44.477,55.0,1,0,1
632.358,37.25,55.080,44.477,55.0,1,0,1
632.758,37.27,55.083,44.966,55.0,1,0,1
633.158,37.25,55.071,44.477,55.0,1,0,1
633.558,37.21,55.084,44.477,55.0,1,0,1
633.958,37.22,55.090,44.477,55.0,1,0,1
634.358,37.26,55.102,44.477,55.0,1,0,1
634.758,37.24,55.116,44.477,55.0,1,0,1
635.158,37.27,55.107,44.477,55.0,1,0,1
635.558,37.22,55.108,44.477,55.0,1,0,1
635.958,37.22,55.114,44.477,55.0,1,0,1
636.358,37.24,55.121,44.477,55.0,1,0,1
636.758,37.25,55.113,44.477,55.0,1,0,1
637.158,37.23,55.130,44.966,55.0,1,0,1
637.558,37.27,55.149,44.477,55.0,1,0,1
637.958,37.22,55.140,44.477,55.0,1,0,1
638.358,37.26,55.149,44.477,55.0,1,0,1
638.758,37.25,55.153,44.477,55.0,1,0,1
639.158,37.21,55.161,44.477,55.0,1,0,1
639.558,37.23,55.161,44.966,55.0,1,0,1
639.958,37.23,55.160,44.477,55.0,1,0,1
640.358,37.27,55.172,44.966,55.0,1,0,1
640.758,37.27,55.181,44.966,55.0,1,0,1
641.158,37.29,55.172,44.477,55.0,1,0,1
641.558,37.31,55.188,44.966,55.0,1,0,1
641.958,37.28,55.185,44.966,55.0,1,0,1
642.358,37.30,55.199,44.477,55.0,1,0,1
642.758,37.28,55.201,44.477,55.0,1,0,1
643.158,37.32,55.205,44.966,55.0,1,0,1
643.558,37.27,55.214,44.477,55.0,1,0,1
643.958,37.31,55.213,44.966,55.0,1,0,1
644.358,37.32,55.224,44.477,55.0,1,0,1
644.758,37.31,55.226,44.477,55.0,1,0,1
645.158,37.34,55.232,44.477,55.0,1,0,1
645.558,37.31,55.245,44.966,55.0,1,0,1
645.958,37.33,55.232,44.477,55.0,1,0,1
646.358,37.31,55.244,44.966,55.0,1,0,1
646.758,37.30,55.247,44.966,55.0,1,0,1
647.158,37.31,55.253,44.966,55.0,1,0,1
647.558,37.31,55.261,44.966,55.0,1,0,1
647.958,37.32,55.271,44.477,55.0,1,0,1
648.358,37.32,55.275,44.966,55.0,1,0,1
648.758,37.29,55.267,44.966,55.0,1,0,1
649.158,37.31,55.279,44.966,55.0,1,0,1
649.558,37.24,55.290,44.966,55.0,1,0,1
649.958,37.31,55.299,44.477,55.0,1,0,1
650.358,37.29,55.284,44.966,55.0,1,0,1
650.758,37.30,55.294,44.966,55.0,1,0,1
651.158,37.29,55.306,44.966,55.0,1,0,1
651.558,37.29,55.306,44.966,55.0,1,0,1
651.958,37.28,55.322,44.477,55.0,1,0,1
652.358,37.28,55.316,44.966,55.0,1,0,1
652.758,37.29,55.327,44.966,55.0,1,0,1
653.158,37.28,55.332,44.966,55.0,1,0,1
653.558,37.30,55.324,44.966,55.0,1,0,1
653.958,37.28,55.336,44.966,55.0,1,0,1
654.358,37.30,55.335,45.455,55.0,1,0,1
654.758,37.25,55.346,44.966,55.0,1,0,1
655.158,37.26,55.336,45.455,55.0,1,0,1
655.558,37.26,55.354,45.455,55.0,1,0,1
655.958,37.27,55.369,45.455,55.0,1,0,1
656.358,37.33,55.362,45.455,55.0,1,0,1
656.758,37.30,55.371,45.455,55.0,1,0,1
657.158,37.34,55.380,45.943,55.0,1,0,1
657.558,37.31,55.363,45.455,55.0,1,0,1
657.958,37.31,55.388,45.943,55.0,1,0,1
658.358,37.32,55.397,45.455,55.0,1,0,1
658.758,37.36,55.386,45.455,55.0,1,0,1
659.158,37.33,55.400,45.455,55.0,1,0,1
659.558,37.35,55.399,45.455,55.0,1,0,1
659.958,37.34,55.395,45.455,55.0,1,0,1
660.358,37.39,55.392,45.455,55.0,1,0,1
660.758,37.38,55.410,45.455,55.0,1,0,1
661.158,37.37,55.423,45.455,55.0,1,0,1
661.558,37.39,55.430,45.455,55.0,1,0,1
661.958,37.41,55.424,45.455,55.0,1,0,1
662.358,37.38,55.417,44.966,55.0,1,0,1
662.758,37.40,55.425,45.455,55.0,1,0,1
663.158,37.40,55.436,44.966,55.0,1,0,1
663.558,37.42,55.436,44.966,55.0,1,0,1
663.958,37.43,55.445,45.455,55.0,1,0,1
664.358,37.44,55.461,44.966,55.0,1,0,1
664.758,37.45,55.452,44.966,55.0,1,0,1
665.158,37.45,55.464,44.966,55.0,1,0,1
665.558,37.48,55.457,44.966,55.0,1,0,1
665.958,37.48,55.465,45.455,55.0,1,0,1
666.358,37.50,55.461,45.455,55.0,1,0,1
666.758,37.46,55.468,45.455,55.0,1,0,1
667.158,37.49,55.474,45.943,55.0,1,0,1
667.558,37.50,55.484,45.455,55.0,1,0,1
667.958,37.51,55.480,45.455,55.0,1,0,1
668.358,37.53,55.488,44.966,55.0,1,0,1
668.758,37.50,55.493,45.455,55.0,1,0,1
669.158,37.52,55.494,44.966,55.0,1,0,1
669.558,37.53,55.497,44.966,55.0,1,0,1
669.958,37.53,55.501,44.966,55.0,0,1,1
670.358,37.64,55.475,45.455,55.0,0,0,1
670.758,37.68,55.428,43.988,55.0,0,0,1
671.158,37.75,55.372,43.988,55.0,0,0,1
671.558,37.81,55.309,43.988,55.0,0,0,1
671.958,37.91,55.264,43.988,55.0,0,0,1
672.358,38.00,55.227,43.988,55.0,0,0,1
672.758,38.05,55.168,43.988,55.0,0,0,1
673.158,38.11,55.128,43.988,55.0,0,0,1
673.558,38.17,55.093,43.988,55.0,0,0,1
673.958,38.25,55.054,43.988,55.0,0,0,1
674.358,38.27,55.021,43.988,55.0,0,0,1
674.758,38.35,54.977,43.500,55.0,0,0,1
675.158,38.36,54.932,43.500,55.0,0,0,1
675.558,38.43,54.894,43.500,55.0,0,0,1
675.958,38.51,54.880,43.988,55.0,0,0,1
676.358,38.51,54.825,43.500,55.0,0,0,1
676.758,38.56,54.779,43.500,55.0,0,0,1
677.158,38.58,54.755,43.500,55.0,0,0,1
677.558,38.64,54.719,43.500,55.0,0,0,1
677.958,38.64,54.684,43.500,55.0,0,0,1
678.358,38.70,54.642,43.500,55.0,0,0,1
678.758,38.69,54.618,43.500,55.0,0,0,1
679.158,38.72,54.567,43.500,55.0,0,0,1
679.558,38.70,54.544,43.500,55.0,0,0,1
679.958,38.67,54.494,43.500,55.0,1,0,1
680.358,38.53,54.493,43.988,55.0,1,0,1
680.758,38.48,54.511,44.477,55.0,1,0,1
681.158,38.37,54.535,44.477,55.0,1,0,1
681.558,38.28,54.565,44.477,55.0,1,0,1
681.958,38.16,54.575,44.477,55.0,1,0,1
682.358,38.11,54.590,44.477,55.0,1,0,1
682.758,37.98,54.619,43.988,55.0,1,0,1
683.158,37.93,54.640,44.477,55.0,1,0,1
683.558,37.84,54.635,44.477,55.0,1,0,1
683.958,37.80,54.649,44.477,55.0,1,0,1
684.358,37.75,54.653,44.477,55.0,1,0,1
684.758,37.69,54.653,44.477,55.0,1,0,1
685.158,37.66,54.664,44.477,55.0,1,0,1
685.558,37.63,54.678,44.477,55.0,1,0,1
685.958,37.57,54.687,43.988,55.0,1,0,1
686.358,37.54,54.696,44.477,55.0,1,0,1
686.758,37.54,54.701,44.477,55.0,1,0,1
687.158,37.51,54.700,44.477,55.0,1,0,1
687.558,37.52,54.711,44.477,55.0,1,0,1
687.958,37.50,54.718,44.477,55.0,1,0,1
688.358,37.48,54.738,44.477,55.0,1,0,1
688.758,37.49,54.729,44.477,55.0,1,0,1
689.158,37.49,54.736,44.477,55.0,1,0,1
689.558,37.51,54.735,44.477,55.0,1,0,1
689.958,37.52,54.735,44.477,55.0,1,0,1
690.358,37.52,54.761,44.477,55.0,1,0,1
690.758,37.56,54.752,44.477,55.0,1,0,1
691.158,37.56,54.754,44.966,55.0,1,0,1
691.558,37.63,54.763,44.477,55.0,1,0,1
691.958,37.64,54.774,44.477,55.0,1,0,1
692.358,37.66,54.782,44.477,55.0,1,0,1
692.758,37.68,54.778,44.477,55.0,1,0,1
693.158,37.73,54.781,44.477,55.0,1,0,1
693.558,37.75,54.790,44.477,55.0,1,0,1
693.958,37.77,54.795,44.477,55.0,1,0,1
694.358,37.80,54.807,44.477,55.0,1,0,1
694.758,37.80,54.809,43.988,55.0,1,0,1
695.158,37.83,54.806,44.477,55.0,1,0,1
695.558,37.87,54.796,44.477,55.0,1,0,1
695.958,37.91,54.826,44.477,55.0,1,0,1
696.358,37.90,54.834,44.966,55.0,1,0,1
696.758,37.91,54.825,44.477,55.0,1,0,1
697.158,37.94,54.820,44.477,55.0,1,0,1
697.558,37.97,54.836,44.477,55.0,1,0,1
697.958,37.94,54.835,44.477,55.0,1,0,1
698.358,38.00,54.848,44.966,55.0,1,0,1
698.758,37.98,54.853,44.477,55.0,1,0,1
699.158,37.98,54.850,44.966,55.0,1,0,1
699.558,37.96,54.855,44.966,55.0,1,0,1
699.958,37.98,54.847,44.477,55.0,1,0,1
700.358,37.97,54.854,44.966,55.0,1,0,1
700.758,37.97,54.864,44.966,55.0,1,0,1
701.158,37.94,54.870,44.966,55.0,1,0,1
701.558,37.92,54.877,44.966,55.0,1,0,1
701.958,37.91,54.889,44.966,55.0,1,0,1
702.358,37.91,54.892,44.966,55.0,1,0,1
702.758,37.90,54.894,44.966,55.0,1,0,1
703.158,37.87,54.887,44.966,55.0,1,0,1
703.558,37.84,54.905,45.455,55.0,1,0,1
703.958,37.80,54.892,44.966,55.0,1,0,1
704.358,37.72,54.909,44.966,55.0,1,0,1
704.758,37.74,54.900,44.966,55.0,1,0,1
705.158,37.67,54.898,44.477,55.0,1,0,1
705.558,37.68,54.911,44.966,55.0,1,0,1
705.958,37.59,54.900,44.966,55.0,1,0,1
706.358,37.57,54.900,44.477,55.0,1,0,1
706.758,37.59,54.925,44.966,55.0,1,0,1
707.158,37.52,54.936,44.966,55.0,1,0,1
707.558,37.51,54.919,44.477,55.0,1,0,1
707.958,37.48,54.942,44.477,55.0,1,0,1
708.358,37.43,54.937,44.966,55.0,1,0,1
708.758,37.38,54.940,44.966,55.0,1,0,1
709.158,37.31,54.943,44.966,55.0,1,0,1
709.558,37.29,54.946,44.477,55.0,1,0,1
709.958,37.27,54.955,44.477,55.0,1,0,1
710.358,37.21,54.953,44.966,55.0,1,0,1
710.758,37.16,54.954,44.966,55.0,1,0,1
711.158,37.12,54.960,44.966,55.0,1,0,1
711.558,37.12,54.953,44.966,55.0,1,0,1
711.958,37.08,54.964,44.477,55.0,1,0,1
712.358,37.04,54.972,44.477,55.0,1,0,1
712.758,36.99,54.981,44.477,55.0,1,0,1
713.158,36.98,54.986,44.966,55.0,1,0,1
713.558,36.96,54.980,44.966,55.0,1,0,1
713.958,36.90,54.996,45.455,55.0,1,0,1
714.358,36.89,55.001,45.455,55.0,1,0,1
714.758,36.89,54.993,45.455,55.0,1,0,1
715.158,36.84,55.000,45.455,55.0,1,0,1
715.558,36.83,55.013,45.455,55.0,1,0,1
715.958,36.79,55.003,44.966,55.0,1,0,1
716.358,36.77,55.021,44.966,55.0,1,0,1
716.758,36.76,55.018,44.966,55.0,1,0,1
717.158,36.71,55.024,44.966,55.0,1,0,1
717.558,36.70,55.019,44.966,55.0,1,0,1
717.958,36.70,55.038,44.966,55.0,1,0,1
718.358,36.72,55.027,44.966,55.0,1,0,1
718.758,36.68,55.033,44.966,55.0,1,0,1
719.158,36.65,55.039,45.455,55.0,1,0,1
719.558,36.67,55.046,44.966,55.0,1,0,1
719.958,36.68,55.045,45.455,55.0,1,0,1
720.358,36.65,55.066,45.455,55.0,1,0,1
720.758,36.65,55.062,44.966,55.0,1,0,1
721.158,36.67,55.071,44.966,55.0,1,0,1
721.558,36.66,55.063,44.966,55.0,1,0,1
721.958,36.68,55.070,44.477,55.0,1,0,1
722.358,36.68,55.074,44.966,55.0,1,0,1
722.758,36.63,55.074,44.966,55.0,1,0,1
723.158,36.60,55.073,44.966,55.0,1,0,1
723.558,36.59,55.077,44.966,55.0,1,0,1
723.958,36.54,55.076,44.966,55.0,1,0,1
724.358,36.53,55.083,44.966,55.0,1,0,1
724.758,36.52,55.088,44.966,55.0,1,0,1
725.158,36.51,55.088,44.477,55.0,1,0,1
725.558,36.47,55.105,44.477,55.0,1,0,1
725.958,36.47,55.104,44.966,55.0,1,0,1
726.358,36.41,55.105,44.966,55.0,1,0,1
726.758,36.40,55.103,44.966,55.0,1,0,1
727.158,36.41,55.107,44.966,55.0,1,0,1
727.558,36.37,55.124,44.966,55.0,1,0,1
727.958,36.36,55.128,44.477,55.0,1,0,1
728.358,36.37,55.134,44.966,55.0,1,0,1
728.758,36.28,55.138,44.966,55.0,1,0,1
729.158,36.19,55.137,44.966,55.0,1,0,1
729.558,36.13,55.149,44.966,55.0,1,0,1
729.958,36.04,55.143,44.966,55.0,1,0,1
730.358,35.98,55.164,45.455,55.0,1,0,1
730.758,35.95,55.163,44.966,55.0,1,0,1
731.158,35.91,55.159,44.966,55.0,1,0,1
731.558,35.89,55.187,44.966,55.0,1,0,1
731.958,35.89,55.172,44.966,55.0,1,0,1
732.358,35.90,55.183,44.966,55.0,1,0,1
732.758,35.87,55.199,45.455,55.0,1,0,1
733.158,35.87,55.200,44.966,55.0,1,0,1
733.558,35.87,55.202,45.455,55.0,1,0,1
733.958,35.89,55.212,44.966,55.0,1,0,1
734.358,35.85,55.213,44.966,55.0,1,0,1
734.758,35.90,55.213,44.966,55.0,1,0,1
735.158,35.86,55.223,44.966,55.0,1,0,1
735.558,35.87,55.224,44.966,55.0,1,0,1
735.958,35.87,55.223,44.966,55.0,1,0,1
736.358,35.85,55.244,44.966,55.0,1,0,1
736.758,35.84,55.240,44.966,55.0,1,0,1
737.158,35.87,55.240,44.966,55.0,1,0,1
737.558,35.84,55.259,44.966,55.0,1,0,1
737.958,35.84,55.267,44.966,55.0,1,0,1
738.358,35.78,55.259,44.966,55.0,1,0,1
738.758,35.76,55.272,44.966,55.0,1,0,1
739.158,35.71,55.275,44.966,55.0,1,0,1
739.558,35.65,55.274,44.477,55.0,1,0,1
739.958,35.61,55.272,44.966,55.0,1,0,1
740.358,35.58,55.287,44.966,55.0,1,0,1
740.758,35.53,55.277,44.966,55.0,1,0,1
741.158,35.51,55.296,44.966,55.0,1,0,1
741.558,35.48,55.288,44.966,55.0,1,0,1
741.958,35.43,55.294,44.966,55.0,1,0,1
742.358,35.41,55.293,44.966,55.0,1,0,1
742.758,35.38,55.316,44.966,55.0,1,0,1
743.158,35.38,55.324,44.966,55.0,1,0,1
743.558,35.36,55.334,44.966,55.0,1,0,1
743.958,35.34,55.336,44.966,55.0,1,0,1
744.358,35.36,55.345,44.966,55.0,1,0,1
744.758,35.36,55.364,44.966,55.0,1,0,1
745.158,35.32,55.358,44.966,55.0,1,0,1
745.558,35.36,55.345,44.966,55.0,1,0,1
745.958,35.33,55.359,44.966,55.0,1,0,1
746.358,35.34,55.368,44.966,55.0,1,0,1
746.758,35.30,55.363,44.966,55.0,1,0,1
747.158,35.27,55.377,44.477,55.0,1,0,1
747.558,35.30,55.370,44.966,55.0,1,0,1
747.958,35.31,55.386,44.966,55.0,1,0,1
748.358,35.33,55.392,44.477,55.0,1,0,1
748.758,35.32,55.387,44.966,55.0,1,0,1
749.158,35.32,55.394,44.966,55.0,1,0,1
749.558,35.34,55.399,44.966,55.0,1,0,1
749.958,35.33,55.405,44.966,55.0,1,0,1
750.358,35.34,55.405,44.966,55.0,1,0,1
750.758,35.32,55.417,44.966,55.0,1,0,1
751.158,35.28,55.414,45.455,55.0,1,0,1
751.558,35.30,55.424,44.966,55.0,1,0,1
751.958,35.29,55.429,44.966,55.0,1,0,1
752.358,35.28,55.430,44.966,55.0,1,0,1
752.758,35.30,55.445,44.966,55.0,1,0,1
753.158,35.33,55.436,44.966,55.0,1,0,1
753.558,35.34,55.447,45.455,55.0,1,0,1
753.958,35.34,55.436,45.455,55.0,1,0,1
754.358,35.35,55.459,44.966,55.0,1,0,1
754.758,35.35,55.475,44.966,55.0,1,0,1
755.158,35.40,55.474,45.455,55.0,1,0,1
755.558,35.38,55.479,45.455,55.0,1,0,1
755.958,35.41,55.475,44.966,55.0,1,0,1
756.358,35.38,55.488,44.966,55.0,1,0,1
756.758,35.43,55.481,45.455,55.0,1,0,1
757.158,35.46,55.482,45.455,55.0,1,0,1
757.558,35.45,55.507,44.966,55.0,0,1,1
757.958,35.60,55.476,44.966,55.0,0,0,1
758.358,35.63,55.438,44.477,55.0,0,0,1
758.758,35.74,55.390,43.988,55.0,0,0,1
759.158,35.83,55.320,43.988,55.0,0,0,1
759.558,35.92,55.284,43.988,55.0,0,0,1
759.958,35.98,55.223,43.988,55.0,0,0,1
760.358,36.10,55.182,43.988,55.0,0,0,1
760.758,36.19,55.165,43.500,55.0,0,0,1
761.158,36.24,55.112,43.500,55.0,0,0,1
761.558,36.28,55.070,43.988,55.0,0,0,1
761.958,36.37,55.038,43.500,55.0,0,0,1
762.358,36.41,55.009,43.988,55.0,0,0,1
762.758,36.47,54.974,43.988,55.0,0,0,1
763.158,36.50,54.923,43.500,55.0,0,0,1
763.558,36.61,54.884,43.500,55.0,0,0,1
763.958,36.64,54.835,43.500,55.0,0,0,1
764.358,36.70,54.799,43.500,55.0,0,0,1
764.758,36.75,54.773,43.988,55.0,0,0,1
765.158,36.79,54.736,43.500,55.0,0,0,1
765.558,36.82,54.695,43.500,55.0,0,0,1
765.958,36.88,54.666,43.500,55.0,0,0,1
766.358,36.90,54.642,43.500,55.0,0,0,1
766.758,36.93,54.606,43.500,55.0,0,0,1
767.158,36.97,54.571,43.500,55.0,0,0,1
767.558,36.98,54.538,43.500,55.0,0,0,1
767.958,37.01,54.503,43.500,55.0,0,0,1
768.358,37.00,54.468,43.500,55.0,1,0,1
768.758,36.88,54.460,44.477,55.0,1,0,1
769.158,36.86,54.470,44.966,55.0,1,0,1
769.558,36.82,54.494,44.966,55.0,1,0,1
769.958,36.75,54.529,44.477,55.0,1,0,1
770.358,36.71,54.534,44.477,55.0,1,0,1
770.758,36.66,54.542,44.966,55.0,1,0,1
771.158,36.61,54.585,44.966,55.0,1,0,1
771.558,36.62,54.582,44.966,55.0,1,0,1
771.958,36.53,54.592,44.966,55.0,1,0,1
772.358,36.53,54.615,44.966,55.0,1,0,1
772.758,36.48,54.622,44.477,55.0,1,0,1
